"t (s)","P (Pa)","Pnorm (Pa)"
0,101065,0
21670.746,101065.16,0.160000000003492
43270.746,101065.58,0.580000000001746
64870.746,101065.74,0.740000000005239
86470.75,101064.91,-0.0899999999965075
108070.75,101065.03,0.0299999999988358
129670.75,101065.34,0.339999999996508
151270.75,101065.07,0.0700000000069849
172870.75,101065.23,0.229999999995925
194470.75,101065.05,0.0500000000029104
216070.75,101065.49,0.490000000005239
237670.75,101065.77,0.770000000004075
259270.75,101065.09,0.0899999999965075
280870.75,101065.3,0.30000000000291
302470.75,101064.68,-0.320000000006985
324070.75,101065.09,0.0899999999965075
345670.75,101065.68,0.679999999993015
367270.75,101064.75,-0.25
388870.75,101065,0
410470.75,101064.72,-0.279999999998836
432070.75,101065.71,0.710000000006403
453670.75,101065.34,0.339999999996508
475270.75,101065.45,0.44999999999709
496870.75,101065.16,0.160000000003492
518470.75,101064.52,-0.479999999995925
540070.75,101065.32,0.320000000006985
561670.75,101064.93,-0.0700000000069849
583270.75,101065.14,0.139999999999418
604870.75,101064.21,-0.789999999993597
626470.75,101065.7,0.69999999999709
648070.75,101064.31,-0.690000000002328
669670.75,101064.5,-0.5
691270.75,101064.49,-0.509999999994761
712870.75,101065.21,0.210000000006403
734470.75,101064.88,-0.119999999995343
756070.75,101064.4,-0.600000000005821
777670.75,101064.68,-0.320000000006985
799270.75,101064.84,-0.160000000003492
820870.75,101065.77,0.770000000004075
842470.75,101064.8,-0.19999999999709
864070.75,101065.54,0.539999999993597
885670.75,101065.29,0.289999999993597
907270.75,101065.84,0.839999999996508
928870.75,101065.44,0.440000000002328
950470.75,101064.96,-0.0399999999935972
972070.75,101065.3,0.30000000000291
993670.75,101064.7,-0.30000000000291
1015270.8,101064.94,-0.0599999999976717
1036870.8,101065.13,0.130000000004657
1058470.8,101065.26,0.259999999994761
1080070.8,101065.36,0.360000000000582
1101670.8,101065.41,0.410000000003492
1123270.8,101064.54,-0.460000000006403
1144870.8,101065.42,0.419999999998254
1166470.8,101064.48,-0.520000000004075
1188070.8,101065.3,0.30000000000291
1209670.8,101065.2,0.19999999999709
1231270.8,101065.08,0.0800000000017462
1252870.8,101065.83,0.830000000001746
1274470.8,101064.77,-0.229999999995925
1296070.8,101064.59,-0.410000000003492
1317670.8,101065.27,0.270000000004075
1339270.8,101064.17,-0.830000000001746
1360870.8,101064.83,-0.169999999998254
1382470.8,101064.59,-0.410000000003492
1404070.8,101065.21,0.210000000006403
1425670.8,101064.95,-0.0500000000029104
1447270.8,101064.66,-0.339999999996508
1468870.8,101065.27,0.270000000004075
1490470.8,101064.97,-0.0299999999988358
1512070.8,101064.66,-0.339999999996508
